Job Title,Job URL,Company Name,Compnay URL,Exp,Salary,Location,Skills,Posted
SCM - DATA SCIENCE,https://www.naukri.com/job-listings-scm-data-science-bridgei2i-analytics-solutions-private-limited-bangalore-bengaluru-2-to-4-years-200521500791?src=jobsearchDesk&sid=16233957827611842_33&xp=17&px=34,BRIDGEi2i Analytics Solutions Private Limited,https://www.naukri.com/bridgei2i-analytics-solutions-jobs-careers-1296038,2-4 Yrs,Not disclosed,Bangalore,Procurement|Supply chain management|data science|Simulation|Analytical|Machine learning|Network planning|SCM,
Machine Learning Operations Engineer,https://www.naukri.com/job-listings-machine-learning-operations-engineer-dmi-innovations-pvt-ltd-pune-chennai-bangalore-bengaluru-4-to-8-years-060621000457?src=jobsearchDesk&sid=16233957827611842_33&xp=18&px=34,DMI Innovations Pvt. Ltd,https://www.naukri.com/dmi-innovations-jobs-careers-1054038,4-8 Yrs,Not disclosed,"Pune, Chennai, Bangalore",Python|data structures|R|Scala|IT Skills|Data Science|Machine Learning|Cloud,4 Days Ago
Leading IT Organization - Python Developer - 5 To 13 Years - Chennai,https://www.naukri.com/job-listings-leading-it-organization-python-developer-5-to-13-years-chennai-pearl-consulting-chennai-nellore-bangalore-bengaluru-5-to-10-years-310521004952?src=jobsearchDesk&sid=16233957827611842_33&xp=19&px=34,PEARL CONSULTING,https://www.naukri.com/pearl-consulting-jobs-careers-4514840,5-10 Yrs,"9,50,000 - 19,50,000 PA.","Chennai, Nellore, Bangalore",Python|Docker|AWS|AWS Cloud Platform|communication|IT Skills|Cloud|Data Science,
"TTEC  -  Senior Analyst ,  Data Science",https://www.naukri.com/job-listings-ttec-senior-analyst-data-science-ttec-hyderabad-secunderabad-1-to-3-years-091019500960?src=jobsearchDesk&sid=16233957827611842_33&xp=20&px=34,TTEC,https://www.naukri.com/ttec-jobs-careers-4372302,1-3 Yrs,Not disclosed,Hyderabad,Data analysis|Coding|Consulting|Business intelligence|Open source|Data mining|Information technology|Macros,
"TTEC  -  Senior Analyst ,  Data Science",https://www.naukri.com/job-listings-ttec-senior-analyst-data-science-ttec-hyderabad-secunderabad-1-to-3-years-091019500960?src=jobsearchDesk&sid=16233957827611842_34&xp=1&px=35,TTEC,https://www.naukri.com/ttec-jobs-careers-4372302,1-3 Yrs,Not disclosed,Hyderabad,Data analysis|Coding|Consulting|Business intelligence|Open source|Data mining|Information technology|Macros,
AI/ ML Architect,https://www.naukri.com/job-listings-ai-ml-architect-mit-school-of-distance-education-pune-3-to-6-years-080421009176?src=jobsearchDesk&sid=16233957827611842_34&xp=2&px=35,MIT School of Distance Education,https://www.naukri.com/maeer-mit-vishwashanti-gurukul-world-school-jobs-careers-5259466,3-6 Yrs,"4,00,000 - 7,00,000 PA.",Pune,Data Science|Artificial Intelligence|Data Mining|Machine Learning|Statistical Analysis|Python,
Excellent Opportunity For Data Modelling,https://www.naukri.com/job-listings-excellent-opportunity-for-data-modelling-apidel-technologies-pvt-ltd-pune-5-to-8-years-020621000642?src=jobsearchDesk&sid=16233957827611842_34&xp=3&px=35,Apidel Technologies Pvt Ltd,https://www.naukri.com/apidel-technologies-jobs-careers-841473,5-8 Yrs,Not disclosed,Pune,Cassandra|MongoDB|SQL|Python|MQ|Kafka|NoSQL DB|Scala,
Data Analyst - Python/SQL/BigQuery,https://www.naukri.com/job-listings-data-analyst-python-sql-bigquery-mnr-solutions-private-limited-gurgaon-gurugram-2-to-5-years-280521901293?src=jobsearchDesk&sid=16233957827611842_34&xp=4&px=35,MNR Solutions Private Limited,https://www.naukri.com/premium-services-jobs-careers-1308204,2-5 Yrs,Not disclosed,Gurgaon,Jupyter Notebook|matplotlib|google studios|scikit|Python|Data mining|SQL Queries|numpy,14 Days Ago
Global Brand Analyst,https://www.naukri.com/job-listings-global-brand-analyst-wedding-wire-india-pvt-ltd-gurgaon-gurugram-4-to-8-years-210521002204?src=jobsearchDesk&sid=16233957827611842_34&xp=5&px=35,Wedding Wire India Pvt. Ltd,https://www.naukri.com/wedding-wire-india-jobs-careers-3667610,4-8 Yrs,Not disclosed,Gurgaon,Data Science|Google Analytics|Brand Development|Brand Analyst|Social Media Analyst|Marketing,1 Day Ago
Big Data Engineer + Spark/ Hadoop | 3 To 8 years experience,https://www.naukri.com/job-listings-big-data-engineer-spark-hadoop-3-to-8-years-experience-scry-analytics-india-pvt-ltd-gurgaon-gurugram-3-to-8-years-180221004933?src=jobsearchDesk&sid=16233957827611842_34&xp=6&px=35,Scry Analytics India Pvt Ltd.,https://www.naukri.com/scry-analytics-india-jobs-careers-3510128,3-8 Yrs,"8,00,000 - 18,00,000 PA.",Gurgaon,Spark|Hadoop|Java|API|MySQL|SQL|Dockers|Elasticsearch,6 Days Ago
Microsoft Modern Data Platform Application Developer,https://www.naukri.com/job-listings-microsoft-modern-data-platform-application-developer-accenture-solutions-pvt-ltd-hyderabad-secunderabad-4-to-6-years-080621909779?src=jobsearchDesk&sid=16233957827611842_34&xp=7&px=35,Accenture Solutions Pvt Ltd,https://www.naukri.com/accenture-solutions-jobs-careers-27117,4-6 Yrs,Not disclosed,Hyderabad,Business process|Process analysis|Manager Quality Assurance|data science|Analytical|Consulting|Data analytics|data mapping,2 Days Ago
Microsoft Modern Data Platform Application Developer,https://www.naukri.com/job-listings-microsoft-modern-data-platform-application-developer-accenture-solutions-pvt-ltd-hyderabad-secunderabad-6-to-8-years-080621909611?src=jobsearchDesk&sid=16233957827611842_34&xp=8&px=35,Accenture Solutions Pvt Ltd,https://www.naukri.com/accenture-solutions-jobs-careers-27117,6-8 Yrs,Not disclosed,Hyderabad,Business process|Process analysis|Manager Quality Assurance|data science|Analytical|Consulting|Data analytics|data mapping,2 Days Ago
Python Developer,https://www.naukri.com/job-listings-python-developer-automotive-robotics-india-private-limited-chennai-3-to-7-years-070621002844?src=jobsearchDesk&sid=16233957827611842_34&xp=9&px=35,AUTOMOTIVE ROBOTICS (INDIA) PRIVATE LIMITED,https://www.naukri.com/automotive-robotics-india-jobs-careers-503663,3-7 Yrs,"8,00,000 - 12,00,000 PA.",Chennai,Deep learning|GIT|RESTFull API|Azure|numpy|Machine Learning|Python|SQL,3 Days Ago
Cloud Engineer - Azure ( 6PM- 3AM Shift ),https://www.naukri.com/job-listings-cloud-engineer-azure-6pm-3am-shift-ave-promagne-new-delhi-8-to-13-years-040621906607?src=jobsearchDesk&sid=16233957827611842_34&xp=10&px=35,AVE-Promagne,https://www.naukri.com/premium-jobs-jobs-careers-678662,8-13 Yrs,Not disclosed,New Delhi,verbal communication|written|R|Python|IT Skills|Data Science|Machine Learning|Algorithms,6 Days Ago
Hiring Python Developer!,https://www.naukri.com/job-listings-hiring-python-developer-ivy-software-development-services-pvt-ltd-hyderabad-secunderabad-4-to-7-years-040621006865?src=jobsearchDesk&sid=16233957827611842_34&xp=11&px=35,IVY SOFTWARE DEVELOPMENT SERVICES PVT LTD,https://www.naukri.com/ivy-development-services-jobs-careers-12380,4-7 Yrs,Not disclosed,Hyderabad,Django|Javascript|Python|CSS|Python Developer|HTML|Machine Learning|Numpy,6 Days Ago
Data Engineer,https://www.naukri.com/job-listings-data-engineer-solugenix-india-private-limited-hyderabad-secunderabad-3-to-7-years-040621004682?src=jobsearchDesk&sid=16233957827611842_34&xp=12&px=35,Solugenix India Private Limited,https://www.naukri.com/solugenix-india-jobs-careers-912528,3-7 Yrs,Not disclosed,Hyderabad,IT Skills|Data Science|Machine Learning|Artificial Intelligence|Cloud|Project Management|Oracle|Life Sciences,6 Days Ago
We are hiring- Data Scientist +Python- Noida,https://www.naukri.com/job-listings-we-are-hiring-data-scientist-python-noida-randstad-india-pvt-ltd-noida-gurgaon-gurugram-delhi-ncr-4-to-7-years-040621000064?src=jobsearchDesk&sid=16233957827611842_34&xp=13&px=35,RANDSTAD INDIA PVT LTD,https://www.naukri.com/randstad-india-jobs-careers-717,4-7 Yrs,Not disclosed,"Noida, Gurgaon, Delhi / NCR",Data Science|Pyspark|R|Algorithms|Big Data|SQL Server|Tableau|SPSS,7 Days Ago
"Sr. Data Scientist I, SIP",https://www.naukri.com/job-listings-sr-data-scientist-i-sip-invesco-india-pvt-ltd-hyderabad-secunderabad-4-to-7-years-020621902402?src=jobsearchDesk&sid=16233957827611842_34&xp=14&px=35,Invesco (India) Pvt Ltd,https://www.naukri.com/invesco-jobs-careers-571789,4-7 Yrs,Not disclosed,Hyderabad,Data Science|R|Exploratory Data Analysis|Artificial Intelligence|Natural Language Processing|Machine Learning|Deep Learning|Python,8 Days Ago
Data Science Senior Analyst,https://www.naukri.com/job-listings-data-science-senior-analyst-accenture-solutions-pvt-ltd-india-2-to-5-years-110521907195?src=jobsearchDesk&sid=16233957827611842_34&xp=15&px=35,Accenture Solutions Pvt Ltd,https://www.naukri.com/accenture-solutions-jobs-careers-27117,2-5 Yrs,Not disclosed,India,Business process|Mining|Statistical modeling|Interpersonal skills|Consulting|Machine learning|QlikView|delivery operations,30 Days Ago
Data Scientist,https://www.naukri.com/job-listings-data-scientist-hirehappi-pune-chennai-bangalore-bengaluru-4-to-9-years-110521000218?src=jobsearchDesk&sid=16233957827611842_34&xp=16&px=35,HireHappi,https://www.naukri.com/emmess-technologies-jobs-careers-3776444,4-9 Yrs,"8,00,000 - 18,00,000 PA.","Pune, Chennai, Bangalore",Data Science|Machine Learning|Python|R|Logistic Regression|Data Wrangling|Data Analysis|Big Data,30+ Days Ago
Lead Data Scientist,https://www.naukri.com/job-listings-lead-data-scientist-hirehappi-pune-chennai-bangalore-bengaluru-9-to-14-years-110521000216?src=jobsearchDesk&sid=16233957827611842_34&xp=17&px=35,HireHappi,https://www.naukri.com/emmess-technologies-jobs-careers-3776444,9-14 Yrs,"20,00,000 - 32,50,000 PA.","Pune, Chennai, Bangalore",Data Science|Machine Learning|Python|R|Logistic Regression|Data Wrangling|Data Analysis|Big Data,30+ Days Ago
Data Scientist,https://www.naukri.com/job-listings-data-scientist-paktolus-solutions-bangalore-bengaluru-3-to-5-years-110221008685?src=jobsearchDesk&sid=16233957827611842_34&xp=18&px=35,Paktolus solutions,https://www.naukri.com/paktolus-solutions-jobs-careers-3431918,3-5 Yrs,"6,00,000 - 8,00,000 PA.",Bangalore,OOPs|Python|SQL|API's|data science|IT Skills|Machine Learning|Cloud,
Data Analyst - Life science/Pharma (SAS/R/SQL/Tableau/BI),https://www.naukri.com/job-listings-data-analyst-life-science-pharma-sas-r-sql-tableau-bi-datazymes-bangalore-bengaluru-3-to-6-years-020621500459?src=jobsearchDesk&sid=16233957827611842_34&xp=19&px=35,Datazymes,https://www.naukri.com/datazymes-jobs-careers-3669520,3-6 Yrs,Not disclosed,Bangalore,Computer science|data science|Pharma|Consulting|SAS R|Life sciences|Information management|Business intelligence,
Lead Data Scientistï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,https://www.naukri.com/job-listings-lead-data-scientist-exp-data-science-nlp-python-kp-hr-and-infra-services-pune-7-to-10-years-170521003170?src=jobsearchDesk&sid=16233957827611842_34&xp=20&px=35,KP HR AND INFRA SERVICES,https://www.naukri.com/kp-hr-and-infra-services-jobs-careers-3915296,7-10 Yrs,"15,00,000 - 20,00,000 PA.",Pune(Baner),Data visualization|Python|KNN|SVM|XGBoost|IT Skills|Data Science|Machine Learning,24 Days Ago
Associate Vice President - Analytics/Data Science- IIM/ IIT/ XLRI/ FMS,https://www.naukri.com/job-listings-associate-vice-president-analytics-data-science-iim-iit-xlri-fms-huquo-consulting-pvt-ltd-gurgaon-gurugram-7-to-12-years-250521901242?src=jobsearchDesk&sid=16233957827611842_35&xp=1&px=36,Huquo Consulting Pvt. Ltd,https://www.naukri.com/premium-jobs-careers-852658,7-12 Yrs,Not disclosed,Gurgaon,IT Skills|Python|Data Science|Machine Learning|Project Management|BPO|project management|Artificial Intelligence,17 Days Ago
Senior Vice President - Analytics - Data Science Team - IIT/ IIM/ XLRI,https://www.naukri.com/job-listings-senior-vice-president-analytics-data-science-team-iit-iim-xlri-huquo-consulting-pvt-ltd-gurgaon-gurugram-8-to-13-years-250521901236?src=jobsearchDesk&sid=16233957827611842_35&xp=2&px=36,Huquo Consulting Pvt. Ltd,https://www.naukri.com/premium-jobs-careers-852658,8-13 Yrs,Not disclosed,Gurgaon,Data Science|Artificial Intelligence|Data Management|Data Analytics|Machine Learning|Analytics|Python|SQL,17 Days Ago
Senior Associate Director - Data Science - IIT / IIM/ NIT/ XLRI,https://www.naukri.com/job-listings-senior-associate-director-data-science-iit-iim-nit-xlri-huquo-consulting-pvt-ltd-gurgaon-gurugram-7-to-12-years-250521900532?src=jobsearchDesk&sid=16233957827611842_35&xp=3&px=36,Huquo Consulting Pvt. Ltd,https://www.naukri.com/premium-jobs-careers-852658,7-12 Yrs,Not disclosed,Gurgaon,IT Skills|Python|Data Science|Machine Learning|Project Management|BPO|project management|Artificial Intelligence,17 Days Ago
Head - Data Science - Fintech,https://www.naukri.com/job-listings-head-data-science-fintech-hyrezy-talent-solutions-new-delhi-7-to-12-years-210120901800?src=jobsearchDesk&sid=16233957827611842_35&xp=4&px=36,HyrEzy Talent Solutions,https://www.naukri.com/premium-jobs-careers-852658,7-12 Yrs,Not disclosed,New Delhi,IT Skills|Python|Data Science|Data Scientist|Data Management|Data Visualization|Data Analytics|Analytics,21 Days Ago
Urgent Opening || Lead - Data Science || Gurgaon,https://www.naukri.com/job-listings-urgent-opening-lead-data-science-gurgaon-mount-talent-consulting-private-limited-gurgaon-gurugram-6-to-11-years-180521007421?src=jobsearchDesk&sid=16233957827611842_35&xp=5&px=36,Mount Talent Consulting Private Limited,https://www.naukri.com/mount-talent-consulting-jobs-careers-259646,6-11 Yrs,"14,00,000 - 20,00,000 PA.",Gurgaon,Data Science|Neural Networks|Spark|Deep Lea|Python,23 Days Ago
Senior Manager/manager - Data Science,https://www.naukri.com/job-listings-senior-manager-manager-data-science-talpro-gurgaon-gurugram-6-to-8-years-131119907231?src=jobsearchDesk&sid=16233957827611842_35&xp=6&px=36,Talpro,https://www.naukri.com/premium-jobs-careers-852658,6-8 Yrs,Not disclosed,Gurgaon,Data Science|Pricing Analysis|Supply Chain Analytics|Data Analytics|Statistics|Analytics|Consulting - Retail|Business Analysis,17 Days Ago
Senior Manager/ Manager - Data Science - Pricing Analytics,https://www.naukri.com/job-listings-senior-manager-manager-data-science-pricing-analytics-talpro-gurgaon-gurugram-delhi-ncr-5-to-8-years-131119904615?src=jobsearchDesk&sid=16233957827611842_35&xp=7&px=36,Talpro,https://www.naukri.com/premium-jobs-careers-852658,5-8 Yrs,Not disclosed,"Gurgaon, Delhi / NCR",Data Science|Supply Chain Analytics|Data Management|Analytics|Business Analysis|Predictive Analytics,17 Days Ago
Microsoft Modern Data Platform -Accenture,https://www.naukri.com/job-listings-microsoft-modern-data-platform-accenture-accenture-solutions-pvt-ltd-pune-bangalore-bengaluru-delhi-ncr-12-to-17-years-240421001543?src=jobsearchDesk&sid=16233957827611842_35&xp=8&px=36,Accenture Solutions Pvt Ltd,https://www.naukri.com/accenture-solutions-jobs-careers-27117,12-17 Yrs,"15,00,000 - 25,00,000 PA.","Pune, Bangalore, Delhi / NCR",Data Science|Technology Operations|MS Dynamics CRM|Strategy Consulting|Business Integration|MS SQL Server|Microsoft Dynamics|Data Architecture,12 Days Ago
Computer Vision,https://www.naukri.com/job-listings-computer-vision-accenture-solutions-pvt-ltd-pune-bangalore-bengaluru-delhi-ncr-12-to-17-years-131220000184?src=jobsearchDesk&sid=16233957827611842_35&xp=9&px=36,Accenture Solutions Pvt Ltd,https://www.naukri.com/accenture-solutions-jobs-careers-27117,12-17 Yrs,"20,00,000 - 25,00,000 PA.","Pune, Bangalore, Delhi / NCR",IT Skills|Python|Data Science|Tensorflow|Pattern Recognition|Algorithms|Opencv|Data Structures,12 Days Ago
Senior Analyst Retail Research,https://www.naukri.com/job-listings-senior-analyst-retail-research-ara-resources-gurgaon-gurugram-bangalore-bengaluru-1-to-3-years-070621902155?src=jobsearchDesk&sid=16233957827611842_35&xp=10&px=36,Ara Resources,https://www.naukri.com/premium-services-jobs-careers-1308204,1-3 Yrs,Not disclosed,"Gurgaon, Bangalore",Data Science|Business Research|Power Bi|Business Finance|Strategy Consulting|Data Visualization|Market Research|Research Projects,3 Days Ago
Natural Language Processing (NLP) Application Developer,https://www.naukri.com/job-listings-natural-language-processing-nlp-application-developer-accenture-solutions-pvt-ltd-bangalore-bengaluru-6-to-8-years-310521907309?src=jobsearchDesk&sid=16233957827611842_35&xp=11&px=36,Accenture Solutions Pvt Ltd,https://www.naukri.com/accenture-solutions-jobs-careers-27117,6-8 Yrs,Not disclosed,Bangalore,Business process|data science|Neural networks|Consulting|SCALA|Agile|Natural language processing|Oracle,10 Days Ago
Data Scientist Engineer,https://www.naukri.com/job-listings-data-scientist-engineer-entropik-technologies-pvt-ltd-chennai-bangalore-bengaluru-2-to-7-years-310521002011?src=jobsearchDesk&sid=16233957827611842_35&xp=12&px=36,Entropik Technologies Pvt Ltd,https://www.naukri.com/entropik-technologies-jobs-careers-4552886,2-7 Yrs,Not disclosed,"Chennai, Bangalore",Machine Learning|Deep Learning|Python|Pytorch|Tensorflow|Data Science|Artificial Intelligence|Keras,10 Days Ago
Technical Lead Architect,https://www.naukri.com/job-listings-technical-lead-architect-confidential-bangalore-bengaluru-5-to-10-years-300521001144?src=jobsearchDesk&sid=16233957827611842_35&xp=13&px=36,Confidential,https://www.naukri.com/m-jobs-careers-311705,5-10 Yrs,Not disclosed,Bangalore,Data Structures|Programming|Project Leading|ETL|data warehouses|OOP|Java|communication,11 Days Ago
